Type,Height,Pitch,Reynolds,Nusselt,Cf,Performance
0.0,0.01,0.5,15999.999999999998,1.358168125152588,1.2995184659957886,0.7223089933395386
0.0,0.01,1.0,15999.999999999998,1.2791829109191895,1.2105400562286377,0.7397302985191345
0.0,0.01,1.5,15999.999999999998,1.236177682876587,1.1003559827804565,0.7592150568962097
0.0,0.015,0.5,15999.999999999998,1.5535446405410767,1.7210575342178345,0.6666916608810425
0.0,0.015,1.0,15999.999999999998,1.3736789226531982,1.3177146911621094,0.708885908126831
0.0,0.015,1.5,15999.999999999998,1.3088072538375854,1.1617133617401123,0.7297680377960205
0.0,0.019999999999999997,0.5,15999.999999999998,1.716315746307373,2.2197225093841553,0.6402458548545837
0.0,0.019999999999999997,1.0,15999.999999999998,1.4934651851654053,1.594258427619934,0.6850425601005554
0.0,0.019999999999999997,1.5,15999.999999999998,1.392844319343567,1.3269935846328735,0.709541916847229
0.0,0.024999999999999998,0.5,15999.999999999998,1.8807436227798462,2.810880184173584,0.617685079574585
0.0,0.024999999999999998,1.0,15999.999999999998,1.6139405965805054,1.9272946119308472,0.6660929322242737
0.0,0.024999999999999998,1.5,15999.999999999998,1.4862689971923828,1.5809717178344727,0.6960949301719666
0.0,0.03,0.5,15999.999999999998,2.0220932960510254,3.5112287998199463,0.6097666621208191
0.0,0.03,1.0,15999.999999999998,1.7049874067306519,2.3547732830047607,0.6695481538772583
0.0,0.03,1.5,15999.999999999998,1.5612176656723022,1.9318467378616333,0.7005184888839722
0.0,0.034999999999999996,0.5,15999.999999999998,2.1407220363616943,4.307972431182861,0.6134709119796753
0.0,0.034999999999999996,1.0,15999.999999999998,1.7934893369674683,2.852353572845459,0.6785182952880859
0.0,0.034999999999999996,1.5,15999.999999999998,1.628415584564209,2.3399171829223633,0.7107142210006714
0.0,0.039999999999999994,0.5,15999.999999999998,2.2374267578125,5.158914566040039,0.6228466033935547
0.0,0.039999999999999994,1.0,15999.999999999998,1.866917610168457,3.4076149463653564,0.6933850646018982
0.0,0.039999999999999994,1.5,15999.999999999998,1.6903467178344727,2.790943145751953,0.7238478660583496
0.0,0.045,0.5,15999.999999999998,2.329012393951416,6.140988349914551,0.6311619877815247
0.0,0.045,1.0,15999.999999999998,1.9461088180541992,4.157014846801758,0.7055631279945374
0.0,0.045,1.5,15999.999999999998,1.7499666213989258,3.27850341796875,0.7395730018615723
0.0,0.049999999999999996,0.5,15999.999999999998,2.418304920196533,7.1300177574157715,0.637808620929718
0.0,0.049999999999999996,1.0,15999.999999999998,2.0172929763793945,4.957371711730957,0.7193538546562195
0.0,0.049999999999999996,1.5,15999.999999999998,1.8071162700653076,3.8166518211364746,0.7577366828918457
0.0,0.01,0.5,18000.0,1.3561969995498657,1.3205499649047852,0.7260675430297852
0.0,0.01,1.0,18000.0,1.2751045227050781,1.2216403484344482,0.7460199594497681
0.0,0.01,1.5,18000.0,1.2309775352478027,1.1140307188034058,0.7660185098648071
0.0,0.015,0.5,18000.0,1.5468143224716187,1.7469069957733154,0.6757893562316895
0.0,0.015,1.0,18000.0,1.369376301765442,1.3453140258789062,0.7182517051696777
0.0,0.015,1.5,18000.0,1.302773356437683,1.1824657917022705,0.7399951815605164
0.0,0.019999999999999997,0.5,18000.0,1.7094699144363403,2.256434679031372,0.6493515372276306
0.0,0.019999999999999997,1.0,18000.0,1.488086462020874,1.632507562637329,0.6964135766029358
0.0,0.019999999999999997,1.5,18000.0,1.3863210678100586,1.3547579050064087,0.7205278873443604
0.0,0.024999999999999998,0.5,18000.0,1.8723148107528687,2.8742692470550537,0.6299245357513428
0.0,0.024999999999999998,1.0,18000.0,1.6000016927719116,1.984775424003601,0.683464765548706
0.0,0.024999999999999998,1.5,18000.0,1.4695509672164917,1.6343997716903687,0.7140009999275208
0.0,0.03,0.5,18000.0,2.003953695297241,3.6309406757354736,0.6304137706756592
0.0,0.03,1.0,18000.0,1.683977484703064,2.4296677112579346,0.6911288499832153
0.0,0.03,1.5,18000.0,1.5414091348648071,2.001328229904175,0.7215238213539124
0.0,0.034999999999999996,0.5,18000.0,2.115614652633667,4.42774772644043,0.6356977820396423
0.0,0.034999999999999996,1.0,18000.0,1.7689487934112549,2.937965154647827,0.7022328972816467
0.0,0.034999999999999996,1.5,18000.0,1.6040799617767334,2.432124614715576,0.7357142567634583
0.0,0.039999999999999994,0.5,18000.0,2.2056002616882324,5.295861721038818,0.646338701248169
0.0,0.039999999999999994,1.0,18000.0,1.8364146947860718,3.525995969772339,0.7211637496948242
0.0,0.039999999999999994,1.5,18000.0,1.6595209836959839,2.9042983055114746,0.7524828910827637
0.0,0.045,0.5,18000.0,2.289508104324341,6.335390090942383,0.6575383543968201
0.0,0.045,1.0,18000.0,1.9071623086929321,4.31594705581665,0.737744927406311
0.0,0.045,1.5,18000.0,1.7137507200241089,3.409207344055176,0.7709431648254395
0.0,0.049999999999999996,0.5,18000.0,2.36771821975708,7.390254497528076,0.6696314811706543
0.0,0.049999999999999996,1.0,18000.0,1.9756516218185425,5.14182710647583,0.7529211044311523
0.0,0.049999999999999996,1.5,18000.0,1.7680859565734863,3.958639144897461,0.7905895113945007
0.0,0.01,0.5,20000.0,1.354658603668213,1.339324712753296,0.7306905388832092
0.0,0.01,1.0,20000.0,1.2720520496368408,1.2230132818222046,0.7515448927879333
0.0,0.01,1.5,20000.0,1.2262622117996216,1.1285077333450317,0.7727181911468506
0.0,0.015,0.5,20000.0,1.5394203662872314,1.7801272869110107,0.685157299041748
0.0,0.015,1.0,20000.0,1.3662338256835938,1.3739527463912964,0.7276385426521301
0.0,0.015,1.5,20000.0,1.2973449230194092,1.1971545219421387,0.7488794326782227
0.0,0.019999999999999997,0.5,20000.0,1.7027760744094849,2.298891305923462,0.6591022610664368
0.0,0.019999999999999997,1.0,20000.0,1.4822245836257935,1.6682900190353394,0.7068834900856018
0.0,0.019999999999999997,1.5,20000.0,1.380782961845398,1.381394863128662,0.7314308881759644
0.0,0.024999999999999998,0.5,20000.0,1.8608919382095337,2.9342901706695557,0.6425247192382812
0.0,0.024999999999999998,1.0,20000.0,1.5858368873596191,2.0423638820648193,0.7007079720497131
0.0,0.024999999999999998,1.5,20000.0,1.4561285972595215,1.6825683116912842,0.7304294109344482
0.0,0.03,0.5,20000.0,1.9856410026550293,3.7253332138061523,0.6482400298118591
0.0,0.03,1.0,20000.0,1.666106939315796,2.4991469383239746,0.7108051180839539
0.0,0.03,1.5,20000.0,1.5236130952835083,2.0666162967681885,0.7407763600349426
0.0,0.034999999999999996,0.5,20000.0,2.0891153812408447,4.552278995513916,0.6586276888847351
0.0,0.034999999999999996,1.0,20000.0,1.7407065629959106,3.029799222946167,0.7274780869483948
0.0,0.034999999999999996,1.5,20000.0,1.5784488916397095,2.5259363651275635,0.7598001956939697
0.0,0.039999999999999994,0.5,20000.0,2.1745405197143555,5.449211120605469,0.6707280278205872
0.0,0.039999999999999994,1.0,20000.0,1.8082754611968994,3.645246982574463,0.7466467022895813
0.0,0.039999999999999994,1.5,20000.0,1.6306113004684448,3.0100607872009277,0.7796322107315063
0.0,0.045,0.5,20000.0,2.2555348873138428,6.50847053527832,0.6817064881324768
0.0,0.045,1.0,20000.0,1.874882459640503,4.452500343322754,0.7654562592506409
0.0,0.045,1.5,20000.0,1.6784248352050781,3.5367379188537598,0.8018558621406555
0.0,0.049999999999999996,0.5,20000.0,2.3277080059051514,7.624917507171631,0.6954473853111267
0.0,0.049999999999999996,1.0,20000.0,1.9363340139389038,5.322787284851074,0.7850745916366577
0.0,0.049999999999999996,1.5,20000.0,1.7317049503326416,4.094651222229004,0.8220822811126709
0.0,0.01,0.5,22000.0,1.35342538356781,1.358412742614746,0.7355549335479736
0.0,0.01,1.0,22000.0,1.2681578397750854,1.2258621454238892,0.7580727338790894
0.0,0.01,1.5,22000.0,1.2228554487228394,1.1321067810058594,0.7787988185882568
0.0,0.015,0.5,22000.0,1.5330101251602173,1.8076430559158325,0.6931911110877991
0.0,0.015,1.0,22000.0,1.3626797199249268,1.4010415077209473,0.7367767095565796
0.0,0.015,1.5,22000.0,1.2927457094192505,1.2124000787734985,0.7572751045227051
0.0,0.019999999999999997,0.5,22000.0,1.6944457292556763,2.345994234085083,0.6698573231697083
0.0,0.019999999999999997,1.0,22000.0,1.4735546112060547,1.7110965251922607,0.7189188599586487
0.0,0.019999999999999997,1.5,22000.0,1.374721646308899,1.4105377197265625,0.7425480484962463
0.0,0.024999999999999998,0.5,22000.0,1.8470531702041626,3.0015015602111816,0.6570709347724915
0.0,0.024999999999999998,1.0,22000.0,1.569729208946228,2.1000375747680664,0.7177907824516296
0.0,0.024999999999999998,1.5,22000.0,1.4430091381072998,1.7316863536834717,0.7473478317260742
0.0,0.03,0.5,22000.0,1.9662636518478394,3.80751371383667,0.6649760603904724
0.0,0.03,1.0,22000.0,1.6484824419021606,2.5678110122680664,0.7302565574645996
0.0,0.03,1.5,22000.0,1.5063308477401733,2.13132643699646,0.7598035335540771
0.0,0.034999999999999996,0.5,22000.0,2.065025568008423,4.662238597869873,0.6793128252029419
0.0,0.034999999999999996,1.0,22000.0,1.7182143926620483,3.1096553802490234,0.7494966387748718
0.0,0.034999999999999996,1.5,22000.0,1.5563609600067139,2.6053402423858643,0.7813161015510559
0.0,0.039999999999999994,0.5,22000.0,2.1437673568725586,5.595461845397949,0.6947501301765442
0.0,0.039999999999999994,1.0,22000.0,1.778660535812378,3.765193223953247,0.7723565697669983
0.0,0.039999999999999994,1.5,22000.0,1.6035557985305786,3.1090810298919678,0.8047292828559875
0.0,0.045,0.5,22000.0,2.2226738929748535,6.687767028808594,0.7065195441246033
0.0,0.045,1.0,22000.0,1.8442637920379639,4.583180904388428,0.7916905879974365
0.0,0.045,1.5,22000.0,1.6480103731155396,3.6463913917541504,0.8291860818862915
0.0,0.049999999999999996,0.5,22000.0,2.291550397872925,7.853872299194336,0.7196550965309143
0.0,0.049999999999999996,1.0,22000.0,1.903588891029358,5.478337287902832,0.8121230006217957
0.0,0.049999999999999996,1.5,22000.0,1.6943161487579346,4.2360405921936035,0.8539015054702759
0.0,0.01,0.5,24000.0,1.351780891418457,1.3724638223648071,0.739899218082428
0.0,0.01,1.0,24000.0,1.2633620500564575,1.2276976108551025,0.7648329138755798
0.0,0.01,1.5,24000.0,1.2191901206970215,1.1384059190750122,0.7853705286979675
0.0,0.015,0.5,24000.0,1.5260685682296753,1.835710883140564,0.7013813257217407
0.0,0.015,1.0,24000.0,1.3588160276412964,1.4177067279815674,0.7445774674415588
0.0,0.015,1.5,24000.0,1.2881748676300049,1.2302900552749634,0.7662451267242432
0.0,0.019999999999999997,0.5,24000.0,1.6858735084533691,2.394853115081787,0.6807109117507935
0.0,0.019999999999999997,1.0,24000.0,1.4663662910461426,1.7485655546188354,0.7306457161903381
0.0,0.019999999999999997,1.5,24000.0,1.3655357360839844,1.4417601823806763,0.7549829483032227
0.0,0.024999999999999998,0.5,24000.0,1.8329527378082275,3.0763256549835205,0.6724032163619995
0.0,0.024999999999999998,1.0,24000.0,1.553313136100769,2.157069683074951,0.734754204750061
0.0,0.024999999999999998,1.5,24000.0,1.4305849075317383,1.778859257698059,0.7639147043228149
0.0,0.03,0.5,24000.0,1.9473248720169067,3.890129327774048,0.6823501586914062
0.0,0.03,1.0,24000.0,1.6308748722076416,2.633662700653076,0.7489532232284546
0.0,0.03,1.5,24000.0,1.4904121160507202,2.197760820388794,0.779252290725708
0.0,0.034999999999999996,0.5,24000.0,2.041238784790039,4.76225471496582,0.6981489062309265
0.0,0.034999999999999996,1.0,24000.0,1.6964048147201538,3.1882596015930176,0.7711597681045532
0.0,0.034999999999999996,1.5,24000.0,1.5387744903564453,2.6707582473754883,0.8009759783744812
0.0,0.039999999999999994,0.5,24000.0,2.1163251399993896,5.726611614227295,0.7163729071617126
0.0,0.039999999999999994,1.0,24000.0,1.7543445825576782,3.8723223209381104,0.7945152521133423
0.0,0.039999999999999994,1.5,24000.0,1.5810892581939697,3.1860461235046387,0.8263503909111023
0.0,0.045,0.5,24000.0,2.191915273666382,6.854625225067139,0.7299807667732239
0.0,0.045,1.0,24000.0,1.8133999109268188,4.7164740562438965,0.8174159526824951
0.0,0.045,1.5,24000.0,1.62003755569458,3.7476227283477783,0.8547592163085938
0.0,0.049999999999999996,0.5,24000.0,2.2582943439483643,8.088800430297852,0.744236409664154
0.0,0.049999999999999996,1.0,24000.0,1.8714853525161743,5.631138324737549,0.8387439250946045
0.0,0.049999999999999996,1.5,24000.0,1.668138027191162,4.3499064445495605,0.8795060515403748
0.0,0.01,0.5,26000.0,1.3507028818130493,1.3836116790771484,0.7440760135650635
0.0,0.01,1.0,26000.0,1.259216547012329,1.2327687740325928,0.7718134522438049
0.0,0.01,1.5,26000.0,1.2144451141357422,1.1433683633804321,0.7924579977989197
0.0,0.015,0.5,26000.0,1.5186057090759277,1.861742377281189,0.709074079990387
0.0,0.015,1.0,26000.0,1.356906771659851,1.4280827045440674,0.75166916847229
0.0,0.015,1.5,26000.0,1.284936547279358,1.2408748865127563,0.7741394639015198
0.0,0.019999999999999997,0.5,26000.0,1.6780033111572266,2.4361445903778076,0.6901919841766357
0.0,0.019999999999999997,1.0,26000.0,1.4584360122680664,1.777891993522644,0.7419055104255676
0.0,0.019999999999999997,1.5,26000.0,1.3584439754486084,1.4705079793930054,0.7672752141952515
0.0,0.024999999999999998,0.5,26000.0,1.8178032636642456,3.1517622470855713,0.6883255839347839
0.0,0.024999999999999998,1.0,26000.0,1.5377990007400513,2.211732864379883,0.7514681220054626
0.0,0.024999999999999998,1.5,26000.0,1.4201492071151733,1.8169255256652832,0.7788364291191101
0.0,0.03,0.5,26000.0,1.9279314279556274,3.9732677936553955,0.6998952627182007
0.0,0.03,1.0,26000.0,1.61183762550354,2.7011687755584717,0.7678695321083069
0.0,0.03,1.5,26000.0,1.4743027687072754,2.261270761489868,0.7986133098602295
0.0,0.034999999999999996,0.5,26000.0,2.017911672592163,4.856273174285889,0.7165805697441101
0.0,0.034999999999999996,1.0,26000.0,1.6748474836349487,3.2717552185058594,0.7923962473869324
0.0,0.034999999999999996,1.5,26000.0,1.5217466354370117,2.7347090244293213,0.8204866051673889
0.0,0.039999999999999994,0.5,26000.0,2.0888147354125977,5.8575310707092285,0.7372066378593445
0.0,0.039999999999999994,1.0,26000.0,1.7298702001571655,3.9891459941864014,0.8168851733207703
0.0,0.039999999999999994,1.5,26000.0,1.5620158910751343,3.255427598953247,0.8470671772956848
0.0,0.045,0.5,26000.0,2.1639909744262695,7.004351615905762,0.7515009641647339
0.0,0.045,1.0,26000.0,1.7860554456710815,4.83455228805542,0.840421736240387
0.0,0.045,1.5,26000.0,1.6027330160140991,3.8174026012420654,0.8753734230995178
0.0,0.049999999999999996,0.5,26000.0,2.2277896404266357,8.301690101623535,0.7669383883476257
0.0,0.049999999999999996,1.0,26000.0,1.8424581289291382,5.766916275024414,0.8635244965553284
0.0,0.049999999999999996,1.5,26000.0,1.6471312046051025,4.448086261749268,0.9028311967849731
0.0,0.01,0.5,28000.0,1.3489320278167725,1.3924156427383423,0.7486296892166138
0.0,0.01,1.0,28000.0,1.2552604675292969,1.239008903503418,0.7788463234901428
0.0,0.01,1.5,28000.0,1.20962655544281,1.1442168951034546,0.7991371154785156
0.0,0.015,0.5,28000.0,1.511676549911499,1.8849058151245117,0.7162429690361023
0.0,0.015,1.0,28000.0,1.3553239107131958,1.4377479553222656,0.7586297392845154
0.0,0.015,1.5,28000.0,1.281895399093628,1.251632571220398,0.782050371170044
0.0,0.019999999999999997,0.5,28000.0,1.668931007385254,2.4814956188201904,0.7003574967384338
0.0,0.019999999999999997,1.0,28000.0,1.4499692916870117,1.797433853149414,0.7527296543121338
0.0,0.019999999999999997,1.5,28000.0,1.3512359857559204,1.4981129169464111,0.779617428779602
0.0,0.024999999999999998,0.5,28000.0,1.8038463592529297,3.216427803039551,0.7026407718658447
0.0,0.024999999999999998,1.0,28000.0,1.5248782634735107,2.258291244506836,0.7672832608222961
0.0,0.024999999999999998,1.5,28000.0,1.4104278087615967,1.8538398742675781,0.7936681509017944
0.0,0.03,0.5,28000.0,1.9087929725646973,4.054339408874512,0.7171185612678528
0.0,0.03,1.0,28000.0,1.5918824672698975,2.766566514968872,0.7869105339050293
0.0,0.03,1.5,28000.0,1.4606846570968628,2.311251163482666,0.8155624270439148
0.0,0.034999999999999996,0.5,28000.0,1.9917776584625244,4.961326599121094,0.7357596158981323
0.0,0.034999999999999996,1.0,28000.0,1.6525741815567017,3.35361647605896,0.8124393224716187
0.0,0.034999999999999996,1.5,28000.0,1.5066980123519897,2.795215129852295,0.8398470282554626
0.0,0.039999999999999994,0.5,28000.0,2.0635757446289062,5.981367588043213,0.756069004535675
0.0,0.039999999999999994,1.0,28000.0,1.7043298482894897,4.111754894256592,0.8395911455154419
0.0,0.039999999999999994,1.5,28000.0,1.54505455493927,3.3227035999298096,0.8674903512001038
0.0,0.045,0.5,28000.0,2.136148691177368,7.151034355163574,0.7727652192115784
0.0,0.045,1.0,28000.0,1.7626878023147583,4.951899528503418,0.862591564655304
0.0,0.045,1.5,28000.0,1.5852599143981934,3.8891348838806152,0.8960652351379395
0.0,0.049999999999999996,0.5,28000.0,2.199225425720215,8.487359046936035,0.7883326411247253
0.0,0.049999999999999996,1.0,28000.0,1.8190914392471313,5.87809419631958,0.8855342268943787
0.0,0.049999999999999996,1.5,28000.0,1.6295013427734375,4.531169414520264,0.9235029220581055
0.0,0.01,0.5,30000.000000000004,1.3462756872177124,1.4024814367294312,0.7532511353492737
0.0,0.01,1.0,30000.000000000004,1.2512208223342896,1.2403614521026611,0.7850086688995361
0.0,0.01,1.5,30000.000000000004,1.2045361995697021,1.14551842212677,0.8060293793678284
0.0,0.015,0.5,30000.000000000004,1.5071948766708374,1.9009076356887817,0.7227192521095276
0.0,0.015,1.0,30000.000000000004,1.3540644645690918,1.4469503164291382,0.7652513980865479
0.0,0.015,1.5,30000.000000000004,1.2789143323898315,1.2594295740127563,0.7895153164863586
0.0,0.019999999999999997,0.5,30000.000000000004,1.6578190326690674,2.5295963287353516,0.7109652757644653
0.0,0.019999999999999997,1.0,30000.000000000004,1.4436595439910889,1.8113020658493042,0.7630043029785156
0.0,0.019999999999999997,1.5,30000.000000000004,1.3443219661712646,1.5216424465179443,0.7915635704994202
0.0,0.024999999999999998,0.5,30000.000000000004,1.7899537086486816,3.2840349674224854,0.716438889503479
0.0,0.024999999999999998,1.0,30000.000000000004,1.5152919292449951,2.281848430633545,0.7799449563026428
0.0,0.024999999999999998,1.5,30000.000000000004,1.4004340171813965,1.889506220817566,0.8080739974975586
0.0,0.03,0.5,30000.000000000004,1.889556884765625,4.1243977546691895,0.7327777743339539
0.0,0.03,1.0,30000.000000000004,1.5758640766143799,2.8240575790405273,0.8051910996437073
0.0,0.03,1.5,30000.000000000004,1.4471129179000854,2.360856056213379,0.8324136734008789
0.0,0.034999999999999996,0.5,30000.000000000004,1.9666393995285034,5.057818412780762,0.753524124622345
0.0,0.034999999999999996,1.0,30000.000000000004,1.631147861480713,3.43509578704834,0.8323219418525696
0.0,0.034999999999999996,1.5,30000.000000000004,1.4910666942596436,2.8516180515289307,0.8583487272262573
0.0,0.039999999999999994,0.5,30000.000000000004,2.0386321544647217,6.101191997528076,0.7742704749107361
0.0,0.039999999999999994,1.0,30000.000000000004,1.685875415802002,4.208307266235352,0.8588026762008667
0.0,0.039999999999999994,1.5,30000.000000000004,1.52810800075531,3.39351224899292,0.8879573941230774
0.0,0.045,0.5,30000.000000000004,2.110629081726074,7.297043323516846,0.7921527624130249
0.0,0.045,1.0,30000.000000000004,1.745282769203186,5.054263591766357,0.8831823468208313
0.0,0.045,1.5,30000.000000000004,1.5676625967025757,3.9619717597961426,0.9168096780776978
0.0,0.049999999999999996,0.5,30000.000000000004,2.172900438308716,8.68652629852295,0.8089420795440674
0.0,0.049999999999999996,1.0,30000.000000000004,1.8021812438964844,5.97873067855835,0.90587317943573
0.0,0.049999999999999996,1.5,30000.000000000004,1.6121028661727905,4.615396499633789,0.9441584944725037
0.0,0.01,0.5,31999.999999999996,1.3432633876800537,1.4125728607177734,0.757470428943634
0.0,0.01,1.0,31999.999999999996,1.247302770614624,1.2415716648101807,0.7912070751190186
